Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1279,535456070,50,RL,60.0,7200,1,No,3,Lvl,2,Inside,2,NAmes,Norm,Norm,1Fam,1.5Fin,5,6,1955,1967,Gable,CompShg,MetalSd,MetalSd,,0.0,2,3,CBlock,3.0,3.0,2,6,370.0,1,0.0,398.0,768.0,GasA,3,1,4,1024,564,0,1588,0.0,0.0,1,1,3,1,2,6,7,0,0.0,Detchd,1955.0,1,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,3,2008,WD ,Normal,150000
1280,535456100,20,RL,60.0,7200,1,No,3,Lvl,2,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,825.0,825.0,GasA,2,1,3,825,0,0,825,0.0,1.0,1,0,2,1,2,4,7,0,0.0,Attchd,1954.0,1,1.0,350.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,7,2008,WD ,Normal,109500
1281,535475020,60,RL,71.0,7056,1,No,3,Lvl,2,Inside,2,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,2,2,CBlock,3.0,3.0,1,4,400.0,1,0.0,380.0,780.0,GasA,2,1,4,983,813,0,1796,1.0,0.0,1,1,4,1,2,8,7,1,3.0,Attchd,1963.0,2,2.0,483.0,3.0,3.0,2,0,50,0,0,0,0,0.0,0,,0,10,2008,WD ,Normal,140000
1282,535476370,60,RL,80.0,9760,1,No,3,Lvl,2,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,2,2,CBlock,3.0,3.0,4,6,674.0,2,106.0,0.0,780.0,GasA,2,1,4,798,813,0,1611,1.0,0.0,1,1,4,1,2,7,7,0,0.0,Attchd,1964.0,2,2.0,442.0,3.0,3.0,2,328,128,0,0,189,0,0.0,0,,0,6,2008,WD ,Normal,167900
1283,535477090,20,RL,69.0,7590,1,No,3,Lvl,2,Inside,2,NAmes,PosN,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,1117.0,1117.0,GasA,4,1,4,1117,0,0,1117,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Attchd,1963.0,1,1.0,264.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,5,2008,COD,Normal,136870
1284,902100020,20,RM,56.0,9836,1,Grvl,3,Bnk,2,Inside,2,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,PConc,3.0,3.0,1,6,96.0,1,0.0,96.0,192.0,GasA,3,0,4,1133,0,0,1133,1.0,0.0,1,0,3,1,2,7,7,0,0.0,Detchd,2008.0,1,1.0,308.0,3.0,3.0,2,0,175,0,0,0,0,0.0,0,,0,12,2008,WD ,Abnorml,143000
1285,902100030,30,RM,30.0,5232,1,Grvl,0,Bnk,2,Inside,2,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,2.0,3.0,1,1,0.0,1,0.0,680.0,680.0,GasA,3,0,1,764,0,0,764,0.0,0.0,1,0,2,1,2,4,7,0,0.0,Detchd,1965.0,1,2.0,504.0,3.0,3.0,0,0,0,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,73000
1286,902102060,70,RM,60.0,10440,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,PConc,3.0,3.0,1,1,0.0,1,0.0,650.0,650.0,GasA,3,1,4,958,581,0,1539,0.0,0.0,2,0,3,1,3,8,7,1,1.0,Detchd,1983.0,1,2.0,686.0,4.0,3.0,1,70,78,68,0,0,0,0.0,0,,0,6,2008,WD ,Normal,157500
1287,902103150,50,RM,57.0,9184,1,Grvl,3,Lvl,2,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,780.0,780.0,GasA,4,1,4,948,375,0,1323,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Detchd,1948.0,1,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,7,2008,WD ,Normal,122600
1288,902105010,70,RM,80.0,4800,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,5,1910,2003,Gable,CompShg,AsbShng,AsbShng,,0.0,2,2,BrkTil,3.0,2.0,1,1,0.0,1,0.0,680.0,680.0,GasA,1,0,4,680,680,0,1360,0.0,0.0,1,0,2,1,2,6,7,0,0.0,Attchd,1910.0,1,1.0,330.0,2.0,3.0,2,192,50,0,0,0,0,0.0,0,,0,1,2008,WD ,Normal,111000
1289,902105020,50,RM,60.0,10440,1,Grvl,3,Lvl,2,Corner,2,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,3,3,BrkTil,4.0,3.0,1,2,493.0,1,0.0,1017.0,1510.0,GasW,4,1,4,1584,1208,0,2792,0.0,0.0,2,0,5,1,2,8,4,2,3.0,Detchd,1920.0,1,2.0,520.0,2.0,3.0,2,0,547,0,0,480,0,0.0,3,Shed,1150,6,2008,WD ,Normal,256000
1290,902105130,30,RM,60.0,4800,1,No,3,Lvl,2,Corner,2,OldTown,Norm,Norm,1Fam,1Story,5,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,2.0,3.0,1,1,0.0,1,0.0,672.0,672.0,GasA,2,1,4,672,0,0,672,0.0,0.0,1,0,2,1,2,4,7,0,0.0,Detchd,1950.0,1,1.0,256.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3,,0,8,2008,WD ,Normal,64000
1291,902107030,75,RM,60.0,6000,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2.5Unf,6,7,1915,2005,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,728.0,728.0,GasA,3,1,4,728,728,0,1456,0.0,0.0,1,1,4,1,3,7,7,0,0.0,Detchd,1915.0,1,1.0,308.0,2.0,2.0,0,0,0,248,0,0,0,0.0,0,,0,6,2008,WD ,Normal,139500
1292,902109080,190,RM,63.0,11426,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,Stone,3.0,3.0,1,1,0.0,1,0.0,828.0,828.0,GasA,3,1,3,828,658,108,1594,0.0,0.0,2,0,3,2,2,9,7,0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,172,109,0,0,0,0.0,0,,0,6,2008,WD ,Normal,118000
1293,902109110,50,RM,63.0,11426,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,PConc,4.0,3.0,1,1,0.0,1,0.0,1362.0,1362.0,GasA,4,1,4,1362,720,0,2082,0.0,0.0,2,1,3,1,3,6,4,0,0.0,Detchd,2003.0,1,2.0,484.0,3.0,3.0,0,280,238,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,200000
1294,902109120,50,RM,63.0,7628,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1940,1985,Gable,CompShg,MetalSd,MetalSd,,0.0,2,3,BrkTil,3.0,3.0,1,1,0.0,1,0.0,801.0,801.0,GasA,3,1,3,1095,561,0,1656,0.0,0.0,2,0,2,1,2,8,4,0,0.0,Detchd,1958.0,1,2.0,440.0,3.0,3.0,2,187,0,0,0,0,0,0.0,0,,0,5,2008,WD ,Normal,119164
1295,902109160,50,RM,81.0,7308,1,No,3,Lvl,2,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,1,1,BrkTil,3.0,3.0,1,3,360.0,1,0.0,576.0,936.0,GasA,3,0,3,960,780,0,1740,0.0,0.0,1,0,2,1,4,6,7,1,4.0,Detchd,1920.0,1,1.0,225.0,2.0,2.0,0,0,0,236,0,0,0,0.0,0,,0,6,2008,WD ,Normal,122250
1296,902128075,30,RM,60.0,5400,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,,0.0,3,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,931.0,931.0,GasA,2,1,4,1027,0,0,1027,0.0,1.0,1,0,2,1,3,5,7,1,3.0,,,0,0.0,0.0,0.0,0.0,0,0,28,0,0,0,0,0.0,0,,0,2,2008,WD ,Normal,120000
1297,902128150,190,RM,60.0,10800,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,2fmCon,1.5Fin,6,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,4,590.0,1,0.0,294.0,884.0,GasA,2,1,4,884,552,0,1436,0.0,0.0,2,0,3,2,2,8,7,2,4.0,Detchd,1940.0,1,2.0,828.0,3.0,3.0,2,0,0,126,0,0,0,0.0,0,,0,5,2008,Con,Normal,155000
1298,902134100,30,RM,60.0,6756,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,1950,Mansard,CompShg,MetalSd,MetalSd,,0.0,2,2,BrkTil,3.0,4.0,1,1,0.0,1,0.0,481.0,481.0,GasA,2,0,3,899,0,0,899,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1930.0,1,1.0,200.0,2.0,3.0,1,0,0,96,0,0,0,0.0,0,,0,9,2008,WD ,Normal,78000
1299,902136110,50,RM,44.0,5914,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,1996,Gable,CompShg,Wd Sdng,HdBoard,,0.0,2,2,BrkTil,2.0,3.0,1,1,0.0,1,0.0,684.0,684.0,GasA,3,1,4,684,396,0,1080,0.0,0.0,1,0,3,1,3,5,7,0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,165,30,0,0,0,0.0,0,,0,9,2008,WD ,Normal,95000
1300,902201120,20,RM,50.0,6000,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,CBlock,3.0,3.0,1,5,104.0,4,169.0,516.0,789.0,GasA,4,1,4,789,0,0,789,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1948.0,1,1.0,250.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,4,2008,WD ,Partial,115000
1301,902201140,20,RM,100.0,12000,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,6,144.0,5,608.0,172.0,924.0,GasA,4,1,4,1122,0,0,1122,1.0,0.0,1,0,2,1,3,6,7,0,0.0,Attchd,1948.0,1,2.0,528.0,3.0,3.0,2,0,36,0,0,0,0,0.0,2,,0,5,2008,WD ,Normal,147000
1302,902202090,50,RM,75.0,9000,1,No,3,Lvl,2,Corner,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1946,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,3,445.0,1,0.0,459.0,904.0,GasA,4,1,3,904,595,0,1499,0.0,0.0,1,0,3,1,2,5,7,1,1.0,Detchd,1959.0,1,3.0,869.0,3.0,4.0,2,0,20,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,140000
1303,902205070,20,RM,62.0,7311,1,No,3,Lvl,2,Corner,2,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,2,3,BrkTil,3.0,3.0,1,1,0.0,1,0.0,407.0,407.0,GasA,2,0,3,407,0,0,407,0.0,0.0,1,0,1,1,2,3,7,0,0.0,Detchd,1949.0,1,1.0,297.0,2.0,3.0,2,76,0,120,0,0,0,0.0,0,,0,3,2008,WD ,Abnorml,46500
1304,902205090,20,RM,50.0,6000,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,,0.0,2,2,CBlock,3.0,3.0,1,3,308.0,1,0.0,620.0,928.0,GasA,3,1,3,928,0,0,928,0.0,0.0,1,0,3,1,2,5,7,0,0.0,Attchd,1957.0,3,1.0,288.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,112500
1305,902205140,20,RM,50.0,6000,1,No,3,Lvl,2,Corner,2,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,901.0,901.0,GasA,4,1,4,901,0,0,901,0.0,0.0,1,0,2,1,2,4,7,0,0.0,Detchd,1954.0,1,1.0,281.0,2.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,8,2008,WD ,Normal,107900
1306,902207120,20,RM,103.0,12205,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,3,1,1949,1992,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,BrkTil,2.0,2.0,1,1,0.0,1,0.0,448.0,448.0,GasA,3,1,4,1588,0,0,1588,0.0,0.0,2,0,5,1,2,6,2,0,0.0,,,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,3,,0,12,2008,WD ,Abnorml,65000
1307,902207220,75,RM,87.0,18386,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,1470.0,1470.0,GasA,4,1,4,1675,1818,0,3493,0.0,0.0,3,0,3,1,3,10,7,1,5.0,Attchd,2003.0,1,3.0,870.0,3.0,3.0,2,302,0,0,0,0,0,0.0,0,,0,5,2008,WD ,Normal,295000
1308,902300110,190,RM,69.0,9142,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,2,1,BrkTil,2.0,3.0,1,1,0.0,1,0.0,797.0,797.0,GasA,2,0,3,830,797,0,1627,0.0,0.0,2,0,4,2,2,10,7,0,0.0,Detchd,1950.0,1,2.0,420.0,2.0,1.0,0,192,0,60,0,0,0,0.0,0,,0,2,2008,WD ,Normal,139500
1309,902300215,50,RM,100.0,12665,1,Grvl,2,Lvl,2,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,3.0,3.0,2,1,0.0,1,0.0,876.0,876.0,GasA,3,1,4,876,540,0,1416,0.0,0.0,1,1,4,1,2,7,7,1,4.0,Detchd,1949.0,1,3.0,720.0,3.0,3.0,2,418,0,194,0,0,0,0.0,0,,0,6,2008,WD ,Normal,153900
1310,902300260,75,RM,53.0,5350,1,No,3,Lvl,2,Corner,2,OldTown,Artery,Norm,1Fam,2Story,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,2,2,BrkTil,3.0,3.0,1,4,116.0,1,0.0,508.0,624.0,GasA,4,1,4,730,720,0,1450,0.0,0.0,1,0,3,1,2,7,7,0,0.0,Detchd,1935.0,1,1.0,288.0,3.0,3.0,2,0,192,0,0,0,0,0.0,3,,0,3,2008,WD ,Normal,132000
1311,902301140,70,RM,34.0,4571,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,624.0,624.0,GasA,1,0,4,624,720,0,1344,0.0,0.0,1,0,4,1,2,7,7,0,0.0,Detchd,1916.0,1,3.0,513.0,2.0,2.0,2,0,0,96,0,0,0,0.0,0,,0,5,2008,COD,Abnorml,98000
1312,902301150,50,RM,69.0,9143,1,Grvl,3,Lvl,2,Corner,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1900,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,346.0,346.0,GasA,4,1,4,709,308,0,1017,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1961.0,1,1.0,308.0,3.0,3.0,0,0,0,139,0,0,0,0.0,0,,0,5,2008,WD ,Normal,114000
1313,902304060,190,RM,60.0,9600,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,5,5,1920,1960,Gable,CompShg,AsbShng,AsbShng,,0.0,2,2,BrkTil,3.0,3.0,1,3,234.0,1,0.0,739.0,973.0,GasA,2,1,1,1377,973,0,2350,0.0,0.0,2,0,4,2,2,10,7,0,0.0,2Types,1930.0,1,2.0,393.0,3.0,3.0,2,0,0,219,0,0,0,0.0,0,,0,4,2008,WD ,Normal,130000
1314,902305080,75,RM,60.0,9600,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,2,2,BrkTil,4.0,3.0,1,3,319.0,1,0.0,416.0,735.0,OthW,1,0,4,1134,924,0,2058,0.0,0.0,1,1,3,1,2,8,7,1,4.0,Detchd,1950.0,1,2.0,396.0,2.0,2.0,1,0,0,259,0,0,0,0.0,0,,0,4,2008,WD ,Normal,129500
1315,902306120,70,RM,60.0,6000,1,Grvl,3,Lvl,2,Corner,2,OldTown,Norm,Norm,1Fam,2Story,5,9,1905,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,3,2,BrkTil,2.0,3.0,1,1,0.0,1,0.0,572.0,572.0,GasA,4,1,4,884,656,0,1540,0.0,0.0,1,1,3,1,3,7,7,0,0.0,,,0,0.0,0.0,0.0,0.0,0,240,77,0,0,0,0,0.0,0,,0,2,2008,WD ,Normal,129400
1316,902306130,70,RM,60.0,9600,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,,0.0,2,4,BrkTil,3.0,3.0,1,3,141.0,1,0.0,548.0,689.0,GasA,4,1,4,689,689,0,1378,0.0,0.0,2,0,3,1,3,7,7,1,4.0,Detchd,1928.0,1,2.0,360.0,3.0,3.0,0,0,0,116,0,0,0,0.0,0,,0,10,2008,WD ,Normal,161000
1317,902326060,190,RM,60.0,10800,1,Pave,3,Lvl,2,Inside,2,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,BrkTil,2.0,3.0,1,1,0.0,1,0.0,482.0,482.0,GasA,4,0,4,1221,691,0,1912,0.0,0.0,2,0,3,2,2,7,7,1,3.0,Detchd,2003.0,1,2.0,672.0,4.0,3.0,2,0,25,212,0,0,0,0.0,0,,0,4,2008,WD ,Normal,163000
1318,902328040,75,RM,35.0,6300,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,742.0,742.0,GasA,4,1,4,742,742,0,1484,0.0,0.0,2,0,3,1,2,9,7,1,4.0,,,0,0.0,0.0,0.0,0.0,2,0,291,134,0,0,0,0.0,0,,0,6,2008,WD ,Normal,128000
1319,902330010,70,RM,50.0,5250,1,Pave,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,,0.0,2,3,BrkTil,3.0,2.0,1,2,259.0,1,0.0,425.0,684.0,OthW,1,0,4,938,1215,205,2358,0.0,0.0,2,0,4,1,2,8,7,0,0.0,,,0,0.0,0.0,0.0,0.0,2,0,54,20,0,0,0,0.0,0,,0,12,2008,WD ,Normal,122000
1320,902401010,50,RM,,5700,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,PConc,3.0,3.0,1,1,0.0,1,0.0,572.0,572.0,GasA,2,1,4,572,539,0,1111,0.0,0.0,1,0,2,1,2,5,7,1,4.0,Detchd,1982.0,1,1.0,288.0,3.0,3.0,2,0,0,176,0,0,0,0.0,0,,0,8,2008,WD ,Normal,116900
1321,902401120,75,RM,75.0,13500,1,No,3,Lvl,2,Inside,2,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,4,4,BrkTil,3.0,3.0,1,1,0.0,1,0.0,1237.0,1237.0,GasA,3,1,4,1521,1254,0,2775,0.0,0.0,3,1,3,1,3,9,7,1,4.0,Detchd,1988.0,1,2.0,880.0,4.0,3.0,2,105,502,0,0,0,0,0.0,0,,0,7,2008,WD ,Normal,325000
1322,902402260,70,RM,60.0,11340,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,2,1,1920,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,1,1,BrkTil,2.0,2.0,1,1,0.0,1,0.0,723.0,723.0,GasA,2,0,4,723,363,0,1086,0.0,0.0,1,0,2,1,2,5,3,0,0.0,Detchd,1920.0,1,2.0,400.0,2.0,1.0,0,0,24,144,0,0,0,0.0,0,,0,11,2008,ConLD,Normal,55000
1323,902405070,70,RM,60.0,10800,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,2,2,BrkTil,3.0,3.0,2,1,0.0,1,0.0,1313.0,1313.0,GasW,3,1,4,1313,1182,0,2495,0.0,0.0,2,0,5,1,2,10,7,1,4.0,Detchd,1950.0,1,2.0,342.0,3.0,2.0,2,0,299,0,0,0,0,0.0,0,,0,12,2008,WD ,Normal,184000
1324,902406020,20,RM,65.0,9750,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,2,2,CBlock,3.0,3.0,1,3,200.0,1,0.0,784.0,984.0,GasA,3,1,4,984,0,0,984,1.0,0.0,1,0,2,1,1,5,7,0,0.0,Detchd,1959.0,1,1.0,308.0,3.0,3.0,0,0,0,0,0,0,0,0.0,0,,0,6,2008,WD ,Normal,110000
1325,902406090,50,RM,81.0,12150,1,Grvl,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,1050.0,1050.0,GasA,4,0,2,1050,745,0,1795,0.0,0.0,2,0,4,1,2,7,7,0,0.0,Attchd,1954.0,1,1.0,352.0,2.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,11,2008,WD ,Normal,131500
1326,902427045,20,RM,70.0,12702,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,,0.0,2,2,PConc,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,1,3,882,0,0,882,0.0,0.0,1,0,2,1,2,4,7,0,0.0,Detchd,1956.0,1,1.0,308.0,3.0,3.0,2,0,45,0,0,0,0,0.0,0,,0,12,2008,WD ,Normal,97000
1327,902427150,20,RM,52.0,8516,1,No,3,Lvl,2,Inside,2,OldTown,Norm,Norm,1Fam,1Story,4,6,1958,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,869.0,869.0,GasA,2,1,4,1093,0,0,1093,0.0,0.0,1,0,2,1,2,5,7,0,0.0,Detchd,1959.0,1,1.0,308.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,5,2008,WD ,Normal,115500
1328,903201030,30,RL,55.0,7111,1,No,2,Bnk,2,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1928,1983,Gable,CompShg,WdShing,Wd Shng,,0.0,3,3,BrkTil,3.0,3.0,1,2,406.0,4,273.0,329.0,1008.0,GasA,2,1,4,1143,0,0,1143,0.0,0.0,1,0,2,1,2,5,7,1,1.0,Detchd,1992.0,1,1.0,288.0,3.0,3.0,2,265,0,0,0,0,0,0.0,4,,0,7,2008,WD ,Normal,138000
1329,903204010,50,RM,,7425,1,No,2,Bnk,2,Corner,2,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,2.0,1,1,0.0,1,0.0,672.0,672.0,GasA,3,1,4,1195,473,0,1668,0.0,0.0,1,1,3,1,3,8,7,0,0.0,Attchd,1945.0,1,1.0,252.0,3.0,3.0,2,210,0,0,0,0,0,0.0,0,,0,8,2008,WD ,Abnorml,108000
1330,903204095,40,RM,50.0,9100,1,No,3,Lvl,2,Inside,2,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,BrkTil,3.0,3.0,1,1,0.0,1,0.0,742.0,742.0,GasA,2,1,3,779,0,156,935,0.0,0.0,1,0,2,1,2,4,7,0,0.0,Detchd,1988.0,1,1.0,308.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0,Shed,600,8,2008,WD ,Normal,79500
